,Ticker,Date,Description,Agency,Amount
17576,KBR,2023-06-03,70271210 DCS042 TSSC NEW TASK ORDER 087,Department of the Interior,4011035.0
17577,KEYS,2023-06-03,2-ANALOG SIGNAL GENERATORS,National Aeronautics and Space Administration,19985.48
17578,KEYS,2023-06-03,ADDITIONAL RADIO FREQUENCY LOCAL OSCILLATORS FOR KEYSIGHT PROPSIMF64,National Aeronautics and Space Administration,62541.0
17579,MCK,2023-06-03,INMATE MEDICATION,Department of Justice,14247.52
17580,MCK,2023-06-03,INV: 7421623752 7421623748 PR-514-000240 COLUMBIA MCKESSON CONNECT FOR PHARMACEUTICALS.,Peace Corps,16067.41
17581,MCK,2023-06-03,"VARIOUS STANDARD MEDICATIONS FOR THE INMATE POPULATION HOUSED AT THE FEDERAL TRANSFER CENTER IN OKLAHOMA CITY, OK",Department of Justice,75000.0
17582,MCK,2023-06-03,B1 MCKESSON REG RP 23-0100,Department of Justice,5412.94
17583,MCK,2023-06-03,MCKESSON REGULAR MEDS MAY 2023 RP#: 0235-23,Department of Justice,249999.0
17584,MCK,2023-06-03,PHARMACY ORDER FOR INMATES INCARCERATED AT FCI ELKTON.,Department of Justice,17863.87
17585,MCK,2023-06-03,INMATE MEDICATION 2653,Department of Justice,29.82
17586,MCK,2023-06-03,INMATE MEDICINE,Department of Justice,6607.65
17587,MCK,2023-06-03,PROVIDE VARIOUS REGULAR MEDICATION FOR THE INMATES POPULATION AT FCC OAKDALE.  4TH QTR - JULY - SEPTEMBER 2023,Department of Justice,300000.0
17588,MCK,2023-06-03,PHARMACY ORDER FOR INMATES INCARCERATED AT FCI ELKTON.,Department of Justice,110000.0
17589,MCK,2023-06-03,INMATE MEDICATION 2653,Department of Justice,252.16
17590,MCK,2023-06-03,INV: 7421826209 EASTERN CARRIBEAN PR-538-000508 MCKESSON CONNECT FOR PHARMACEUTICALS.,Peace Corps,10657.28
17591,MCK,2023-06-03,B1 MCKESSON REGULAR RP 23-0102,Department of Justice,3336.82
17592,MCK,2023-06-03,MAT MEDS FOR JUNE 2023    SAMS VERIFIED DATE OF REQUEST RNW,Department of Justice,9000.0
17593,MCK,2023-06-03,B1 MCKESSON SPECIALTY RP 23-0106,Department of Justice,10042.9
17594,MCK,2023-06-03,"VARIOUS CONTROLLED SUBSTANCE MEDICATIONS FOR THE INMATE POPULATION HOUSED AT THE FEDERAL TRANSFER CENTER IN OKLAHOMA CITY, OK",Department of Justice,10000.0
17595,MCK,2023-06-03,MCKESSON MAT PROGRAM,Department of Justice,73112.45
17596,MCK,2023-06-03,MCKESSON NON- CONTROLLED SPECIALTY DRUGS,Department of Justice,33582.36
17597,MCK,2023-06-03,MCKESSON CII-V,Department of Justice,32566.46
17598,MCK,2023-06-03,MCKESSON NON- CONTROLLED SPECIALTY DRUGS,Department of Justice,33582.36
17599,MCK,2023-06-03,"MCKESSON NON- CONTROLLED DRUGS INCLUDING HIV, HEP, AND SPECIALTY.",Department of Justice,1997246.58
17600,MCK,2023-06-03,MCKESSON SUBOXONE 90F MEDS JUN FY2023,Department of Justice,70000.0
17601,MCK,2023-06-03,"MCKESSON NON- CONTROLLED DRUGS INCLUDING HIV, HEP, AND SPECIALTY.",Department of Justice,1906802.57
17602,MCK,2023-06-03,"MCKESSON NON- CONTROLLED DRUGS INCLUDING HIV, HEP, AND SPECIALTY.",Department of Justice,2145057.51
17603,MCK,2023-06-03,MCKESSON HIV-REG MEDS JUN FY2023,Department of Justice,90000.0
17604,MCK,2023-06-03,MCKESSON NON- CONTROLLED SPECIALTY DRUGS,Department of Justice,33582.36
17605,MMM,2023-06-03,REPLACE CHILLER 1 VHSO MAIN CAMPUS,Department of Veterans Affairs,847254.82
17606,MMS,2023-06-03,"OPERATIONS, TECHNOLOGY, INNOVATION, AND MANAGEMENT (OPTIMA) SUPPORT SERVICES OF ALL TRANSPORTATION SECURITY ADMINISTRATION / INFORMATION TECHNOLOGY / TECHNOLOGY SOLUTIONS DIVISION MISSION ESSENTIAL SYSTEMS IN VARIOUS LOCATIONS.",Department of Homeland Security,23058239.97
17607,MRBK,2023-06-03,EXPRESS REPORT: CNH EXPENDITURES FY23 Q2,Department of Veterans Affairs,295776.85
17608,MRBK,2023-06-03,EXPRESS REPORT: CNH EXPENDITURES FY23 Q2,Department of Veterans Affairs,218685.28
17609,MSFT,2023-06-03,THE PURPOSE OF THIS BPA CALL IS TO OBTAIN MICROSOFT PROFESSIONAL SERVICES - AD SUPPORT VIA BPA 692M15-19-A00001.,Department of Transportation,238650.0
17610,MSFT,2023-06-03,MICROSOFT CONSULTING SERVICES AZURE GOVERNANCE SERVICES AND MODERN SERVICE MANAGEMENT,Department of State,761055.36
17611,NSTG,2023-06-03,GOLD SYSTEM SERVICE PACKAGE FOR THE NCOUNTER MAX ANALYSIS SYSTEM LOCATED IN THE CENTER FOR CELLULAR ENGINEERING,Department of Health and Human Services,24900.0
17612,OMCL,2023-06-03,OMNICELL MAINTENANCE,Department of Veterans Affairs,49635.0
17613,PBI,2023-06-03,PREPAID POSTAGE FOR LIH,Department of Health and Human Services,20000.0
17614,PKI,2023-06-03,"S/N IS1831N7468 IVIS LUMINA LT INST, SERIES III, 120V. BRONZE SERVICE PLAN, MODEL # INVCLS136331",Department of Health and Human Services,11340.0
17615,PKI,2023-06-03,IODINE 125 SUPPLY,Department of Veterans Affairs,21777.0
17616,PLTR,2023-06-03,NIDAP NCI INSTANCE POP,Department of Health and Human Services,7700000.0
17617,SENEA,2023-06-03,COMMODITIES FOR USG FOOD DONATIONS: 2000009315/4100027740/BEANS GREEN FRZ CTN-30 LB,Department of Agriculture,64521.6
17618,SO,2023-06-03,UNTRAINED CANINES,Department of Homeland Security,121128.0
17619,SO,2023-06-03,UNTRAINED CANINES,Department of Homeland Security,99110.0
17620,SO,2023-06-03,UNTRAINED CANINES,Department of Homeland Security,118656.0
17621,SO,2023-06-03,UNTRAINED CANINES,Department of Homeland Security,121128.0
17622,SRCL,2023-06-03,PICK UP AND DISPOSE OF REGULATED MEDICAL WASTE BASE YEAR OF A BASE + 4 OPTION YEARS,Department of Health and Human Services,16500.0
17623,SYY,2023-06-03,FOOD & DAIRY PRODUCTS (SYSCO) FOR SHERMAN INDIAN HIGH SCHOOL,Department of the Interior,119000.0
17624,SYY,2023-06-03,FOOD & DAIRY PRODUCTS (SYSCO) FOR ANETH COMMUNITY SCHOOL,Department of the Interior,0.0
17625,SYY,2023-06-03,FOOD & DAIRY PRODUCTS (SYSCO) FOR DUNSEITH DAY SCHOOL,Department of the Interior,0.0
17626,SYY,2023-06-03,FOOD & DAIRY PRODUCTS (SYSCO) FOR TURTLE MOUNTAIN ELEMENTARY SCHOOL,Department of the Interior,0.0
17627,T,2023-06-03,ACTIVATE SERVICE FOR NINE (9) PLUM CASES AT&T DEVICES IN SUPPORT OF DR-4663-KY.,Department of Homeland Security,513.9
17628,T,2023-06-03,CELLULAR SERVICES,Department of Commerce,9348.0
17629,TTC,2023-06-03,THE CONTRACTOR SHALL (A) SUPPLY LANDFILL GAS (LFG) TO NASA'S GODDARD SPACE FLIGHT CENTER (GSFC) (B) PERFORM MAINTENANCE AND REPAIR ON CONTRACTOR-OWNED EQUIPMENT AT GSFC AND (C) REMOVE LFG CONDENSATE FROM GSFC FOR DISPOSAL.,National Aeronautics and Space Administration,1070909.0
17630,TTEK,2023-06-03,LLNL BUILDING 280 DEMOLITION,Department of Energy,500000.0
17631,TTEK,2023-06-03,APACHE-SITGREAVES AQUATIC RIPARIAN IMAGERY SEE STATEMENT OF WORK FOR MORE DETAILS.,Department of Agriculture,100763.04
17632,TTEK,2023-06-03,"THE ROAR PROJECT WITH REGION 5 WILL FOCUS ON DIATOM INDICATORS OF NUTRIENT POLLUTION, A PERSISTENT AND PERNICIOUS WATER QUALITY PROBLEM, ESPECIALLY IN AGRICULTURALLY DOMINATED WATERSHEDS IN REGION 5 WHERE IT LEADS TO ALGAL BLOOMS AND LOW DISSOLVED OX",Environmental Protection Agency,148128.0
17633,UDMY,2023-06-03,UDEMY WEBSITE BUSINESS LICENSES,Department of Health and Human Services,21924.0
17634,KELYB,2023-06-03,"SOAR-D00012-TASK ORDER # 287 SCIENTIFIC, OPERATIONS, AND ADMINISTRATIVE RESOURCES (SOAR) TO THE NIH",Department of Health and Human Services,448494.46
17635,TBBK,2023-06-03,"FLEET CARD FUNDS FOR U.S. DEPARTMENT OF EDUCATION, OFFICE OF THE SECRETARY, VEHICULAR SUPPORT",Department of Education,14900.0
17636,DNOW,2023-06-03,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER CARTRIDGE TYPE REMANUFACTURED SPECIAL FEATURES STANDARD YIELD CARTRIDGE COMPATIBLE FOR USE WITH LEXMARK MS310, MS410, MS510, AND MS610 PRINTERS SERIES OR ANY OTHER PRINTER USING ABILITY ONE PN 7510-00-SAM-",General Services Administration,4150.35
17637,DNOW,2023-06-03,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 80C10Y0 CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK SERIES CX310N, CX310DN, CX410E, CX410DE, CX410DTE, CX510DE, CX510DHE, CX510DTHE OR",General Services Administration,266.04
17638,DNOW,2023-06-03,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CE255X (HP 55X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES EXTRA HIGH YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD LASERJET SERIES INCLUDING LASERJET 500 SERIES, LASERJET",General Services Administration,825.24
17639,DNOW,2023-06-03,HP 212X (W2120X) HIGH YIELD BLACK ORIGIN,General Services Administration,253.64
17640,DNOW,2023-06-03,HP 212A (W2123A) MAGENTA ORIGINAL LASERJ,General Services Administration,223.46
17641,DNOW,2023-06-03,"SOCKET, SOCKET WRENCH: IAW SOCIETY OF AUTOMOTIVE ENGINEERS AEROSPACE (SAE) STANDARD AS955, METRIC SOCKETS, WRENCHES, HAND TWELVE POINT, HIGH STRENGTH, THIN WALL DATED 2012. TYPE I: METRIC SOCKETS (12-POINT) CLASS 1: METRIC SOCKETS STYLE A: REGULAR LE",General Services Administration,0.86
17642,DNOW,2023-06-03,HP 212A (W2121A) CYAN ORIGINAL LASERJET,General Services Administration,223.46
17643,DNOW,2023-06-03,"CARTRIDGE, TONER: - SEEATTACHED DOCUMENT FOR DETAIL. PN:  HP OEM CF453A TAA - G SKU",General Services Administration,1601.94
17644,DNOW,2023-06-03,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF321A (HP 653A) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD LASERJET SERIES INCLUDING MPF680F, MPF680DN, AND MPF680Z A",General Services Administration,428.52
17645,DNOW,2023-06-03,"CARTRIDGE, TONER I.A.W. HP P/N CF410A",General Services Administration,177.44
17646,DNOW,2023-06-03,"HAMMER, HAND: SEE DESCRIPTION IN CONTRACT",General Services Administration,97.77
17647,DNOW,2023-06-03,"TAPE, MEASURING: MATERIAL: STEEL BLADE, WITH PROTECTIVE MYLAR COATING, YELLOW IN COLOR, BLACK INDICATORS BLADE WIDTH: 1.25 INCH BLADE LENGTH: 25 FEET MEASURING GRADUATIONS: INCH AND FEET SMALLEST GRADUATION 1/16 INCH CASE: PLASTIC WITH RUBBER OVERLAY",General Services Administration,59.01
17648,DNOW,2023-06-03,"CARTRIDGE,TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF226X (HP 26X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HP LASERJET PRO PRINTER SERIES M402, MFP M426 AND ANY OTHER PRINTER USING HP P/N",General Services Administration,2959.44
17649,DNOW,2023-06-03,HP 212A (W2120A) BLACK ORIGINAL LASERJET,General Services Administration,519.72
17650,DNOW,2023-06-03,HP 212X (W2122X) HIGH YIELD YELLOW ORIGI,General Services Administration,368.71
17651,DNOW,2023-06-03,"PAPER,XEROX 3 RM/CT,WH",General Services Administration,16.44
17652,DNOW,2023-06-03,"KEY SET,SOCKET HEAD SCREW EKLIND TOOL CO P/N:13213",General Services Administration,8.7
17653,DNOW,2023-06-03,HP 212A (W2122A) YELLOW ORIGINAL LASERJE,General Services Administration,223.46
17654,DNOW,2023-06-03,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CE250AG (HP 504A) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH HP COLOR LASERJET CP3525 AND CM3530 SERIES PRINTERS INCLUDING CP3525DN, C",General Services Administration,1107.37
17655,DNOW,2023-06-03,"CARTRIDGE,TONER     PN: W2122A YELLOW",General Services Administration,957.03
17656,DNOW,2023-06-03,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER CARTRIDGE TYPE REMANUFACTURED SPECIAL FEATURES EXTRA- HIGH YIELD CARTRIDGE COMPATIBLE FOR USE WITH LEXMARK MS710, MS810, MS711, MS811 AND MS812 PRINTERS SERIES OR ANY OTHER PRINTER USING ABILITY ONE PN 751",General Services Administration,849.84
17657,DNOW,2023-06-03,"CHISEL, COLD, HAND: TYPE I: CHISELS CLASS 2: COLD OVERALL LENGTH 6 INCHES (+/- .5 INCH) CUTTING EDGE WIDTH: 5/8 INCH (+.05 INCH, -.03 INCH) SHANK SHAPE: HEXAGONAL SHANK WIDTH ACROSS FLATS: 1/2 INCH MINIMUM MATERIAL: STEEL COATING: OXIDE (EXCEPTIONS A",General Services Administration,5.99
17658,DNOW,2023-06-03,"OEM HP TONER, BLACK, YLD 12500",General Services Administration,380.64
17659,DNOW,2023-06-03,CANON (CRG-137) TONER CARTRIDGE (2400 YI,General Services Administration,161.56
17660,DNOW,2023-06-03,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C0SKG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N74C0S",General Services Administration,738.0
17661,DNOW,2023-06-03,CANON (CLI-36) COLOR INK TANK,General Services Administration,17.98
17662,DNOW,2023-06-03,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF283X (HP 83X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HP LASERJET PRO PRINTER SERIES INCLUDING M201, MFP M225 AND ANY OTHER PRINTER U",General Services Administration,96.48
17663,DNOW,2023-06-03,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N E260A41G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK PRINTERS INCLUDING E260D, E260DN, E360D, E360DN, E460D, E460DW AND E462DTN THIS I",General Services Administration,235.05
17664,DNOW,2023-06-03,"PHOTOCONDUCTOR KIT, PRINTER: ITEM NAME PHOTOCONDUCTOR KIT, PRINTER I.A.W. LEXMARK P/N E260X42G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE PHOTOCONDUCTOR KIT CARTRIDGE FOR USE WITH LEXMARK COLOR LASER SERIES PRINTERS E260, E360, E460, E462, X264",General Services Administration,98.72
17665,DNOW,2023-06-03,"PEN, BALL-POINT: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,97.51
17666,DNOW,2023-06-03,"KEY SET,SOCKET HEAD SCREW EKLIND TOOL CO P/N:13213",General Services Administration,8.7
17667,DNOW,2023-06-03,HP 212X (W2120X) HIGH YIELD BLACK ORIGIN,General Services Administration,253.64
17668,BAH,2023-06-03,SER SAFETY MANAGEMENT SUPPORT CONTRACT,Department of the Interior,125374.03
17669,BAH,2023-06-03,STRATEGIC ENGINEERING ASSESSMENT BLANKET PURCHASE AGREEMENT (SPEACII) - TASK ORDER 50 BASE - NASA SPACE TECHNOLOGY RESEARCH GRANTS PROGRAM OPERATIONS ASSESSMENTS,National Aeronautics and Space Administration,325053.0
17670,A,2023-06-02,AGILENT 1260 INFINITY II LC/MSD WITH ACCESSORIES,Department of Health and Human Services,183228.09
17671,A,2023-06-02,AGILENT BIOTEK SYNERGY H1 MICROPLATE READER,Department of Veterans Affairs,24718.82
17672,A,2023-06-02,"COVID19 RESEARCH - EO14042 - 1 YEAR SERVICE RENEWAL CONTRACT FOR CYTATION 7 PLATE READER, PLATE WASHER, AND PLATE STACKER  (AMBIS #2174640)",Department of Health and Human Services,14160.0
17673,A,2023-06-02,"A ONE-YEAR, MULTI-INSTRUMENT SERVICE AGREEMENT FOR AGILENT INSTRUMENTS THAT INCLUDES SYSTEM REPAIRS AND PREVENTATIVE MAINTENANCE VISITS WHEN REQUIRED.",Environmental Protection Agency,157985.18
17674,AMRK,2023-06-02,RAW GOLD BULLION (COMPLETE),Department of the Treasury,6419438.92
17675,AMRK,2023-06-02,RAW GOLD BULLION (COMPLETE),Department of the Treasury,6303303.58
17676,AMRK,2023-06-02,RAW GOLD BULLION (COMPLETE),Department of the Treasury,807535.59
17677,ANSS,2023-06-02,RENEWAL OF ANSYS SOFTWARE AND MAINTENANCE,National Aeronautics and Space Administration,744800.9
17678,AXON,2023-06-02,FY23 BODY WORN CAMERAS,Office of Personnel Management,46102.8
17679,AXON,2023-06-02,"BODY CAMERAS, ELECTRONIC CONTROL DEVICES, DIGITAL EVIDENCE MANAGEMENT SYSTEM IDIQ",Department of the Interior,0.0
17680,AZTA,2023-06-02,AZENTA LIFE SCIENCE UDP INSTALLATION.  LIMFINITY ANNUAL STANDARD MAIN SUPPORT SUBSCRIPTION,Department of Health and Human Services,130779.33
17681,AZTA,2023-06-02,"LIBRARY PREPARATION - SEQUENCING 2X250BP CONFIGURATION WITH 50,000 READS/SAMPLE - DATA ANALYSIS AND SFTP DATA DELIVERY",Department of Health and Human Services,17005.0
17682,BIO,2023-06-02,IN ACCORDANCE WITH ATTACHED STATEMENT OF WORK,Department of Health and Human Services,25000.0
17683,BLBD,2023-06-02,"40 ADULT, TYPE C, WORK BUS, BASIC",General Services Administration,264606.0
17684,BLBD,2023-06-02,"44 ADULT, TYPE D FRONT ENGINE, WORK BUS, BASIC",General Services Administration,486798.0
17685,BSX,2023-06-02,CONSIGNMENT INVENTORY (STENTS),Department of Veterans Affairs,0.0
17686,BSX,2023-06-02,CONSIGNMENT INVENTORY (STENTS),Department of Veterans Affairs,0.0
17687,BSX,2023-06-02,CONSIGNMENT INVENTORY (STENTS),Department of Veterans Affairs,0.0
17688,BSX,2023-06-02,FY 23 GIMC - BOSTON SCIENTIFIC -  MED SUPPLY BPA,Department of Health and Human Services,21500.0
17689,CAH,2023-06-02,RADIOPHARMACEUTICAL ISOTOPES,Department of Veterans Affairs,277286.0
17690,CAT,2023-06-02,"CATERPILLAR MODEL 299D3 XE COMPACT TRACK LOADER WITH STANDARD BUCKET AND 84"" MULCHING HEAD",Department of Agriculture,142321.0
17691,CLVT,2023-06-02,INTERSTUDY DRG DATA PURCHASE,Department of Health and Human Services,83700.0
17692,CTKB,2023-06-02,GUAVA EASYCYTE COMPLETE MAINTENANCE AND SERVICE AGREEMENT,Department of Health and Human Services,12429.0
17693,DE,2023-06-02,"CRAWLER DOZER TO BE USED IN SPFD, JBO, AND GORE",Department of Energy,332381.6
17694,DGX,2023-06-02,FSS# V797D-70090,Department of Justice,25000.0
17695,DGX,2023-06-02,MEDICAL LABORATORY TESTING VIRAL LOAD AND HIV TESTING,Department of Justice,10320.0
17696,DGX,2023-06-02,REFERENCE LABORATORY AND PATHOLOGY SERVICES FOR THE PORTLAND AREA INDIAN HEALTH SERVICE (PAIHS) COLVILLE SERVICE UNITS (SU),Department of Health and Human Services,220000.0
17697,DGX,2023-06-02,REFERENCE LABORATORY TESTING FOR THE BOISE VAMC,Department of Veterans Affairs,465674.0
17698,ECL,2023-06-02,"CLEANER INDUSTRIAL, MULTI PURPOSE: CONCENTRATED, NON-ABRASIVE, MULTPURPOSE CLEANER/DEGREASER FOR FOOD SERVICE AND HOUSEKEEPING USE. FOR USE ON WALLS, FLOORS, COUNTERTOPS, CHROME FIXTURES, SHOEWER DOORS AND BATHTUBS. ONE (1) 2.5 GALLON CONTAINER. FOR",General Services Administration,263.25
17699,ECL,2023-06-02,"DETERGENT, GENERAL PURPOSE. ECOLAB OASIS 100, P/N 14522 OR EQUAL. CONCENTRATED CLEANER FOR FLOORS INCLUDING VINYL, TILE, POLISHED, UNPOLISHED, NATURAL MARBLE AND WOOD. REMOVES SOAP FILM, GREASE, OIL AND COMMON SOILS BUT NOT WAX. 2.5 GALLON CONTAINER.",General Services Administration,534.0
17700,EW,2023-06-02,HEART VALVE,Department of Veterans Affairs,32500.0
17701,LUMN,2023-06-02,WIRELINE SERVICES,Department of Homeland Security,2498.91
17702,LUMN,2023-06-02,INTERNET AND TELEPHONE SERVICES,Department of Health and Human Services,35820.0
17703,F,2023-06-02,"4X4 SUV, COMPACT, 4 DR, 5 PASS, MIN 4500 LBS GVWR",General Services Administration,37691.0
17704,F,2023-06-02,"SUV, POLICE USE, 4 DOOR",General Services Administration,71014.0
17705,F,2023-06-02,"4X2 PICKUP, FULL SIZE, EXTENDED CAB, MIN 6500 LBS GVWR",General Services Administration,36475.0
17706,F,2023-06-02,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR",General Services Administration,41244.0
17707,F,2023-06-02,"SUV, POLICE USE, 4 DOOR",General Services Administration,42441.0
17708,F,2023-06-02,"SEDAN, SUBCOMPACT, 4 PASSENGER, 2 DOOR",General Services Administration,30816.0
17709,F,2023-06-02,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR",General Services Administration,42653.0
17710,F,2023-06-02,"SUV, POLICE USE, 4 DOOR",General Services Administration,128512.0
17711,F,2023-06-02,"4X4 SUV, COMPACT, 4 DR, 5 PASS, MIN 4500 LBS GVWR",General Services Administration,37691.0
17712,F,2023-06-02,"4X2 PICKUP, COMPACT, CREW CAB, MIN 4200 LBS GVWR",General Services Administration,21159.0
17713,GD,2023-06-02,"SUPPORT FOR EMERGENCY PREPAREDNESS, RESPONSE AND RECOVERY SUPPORT",Environmental Protection Agency,396391.86
17714,GM,2023-06-02,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 5500 GVWR",General Services Administration,34101.0
17715,GM,2023-06-02,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,50133.0
17716,GM,2023-06-02,"4X2 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 5300 LBS GVWR",General Services Administration,33046.0
17717,GM,2023-06-02,"4X4 SUV, COMPACT, 4 DR, 5 PASS, MIN 4500 LBS GVWR",General Services Administration,25588.0
17718,GM,2023-06-02,"4X2 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 5300 LBS GVWR",General Services Administration,33046.0
17719,GM,2023-06-02,"4X4 SUV, COMPACT, 4 DR, 5 PASS, MIN 4500 LBS GVWR",General Services Administration,25678.0
17720,GM,2023-06-02,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR",General Services Administration,47572.0
17721,GM,2023-06-02,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,64943.0
17722,GM,2023-06-02,"4X2 PICKUP, FULL SIZE, REG CAB, SRW, MIN 9201 LBS GVWR",General Services Administration,42328.0
17723,GM,2023-06-02,"SEDAN, COMPACT, 5 PASSENGER, 4 DOOR, 4 CYL ENGINE",General Services Administration,24137.0
17724,GM,2023-06-02,"4X4 PICKUP, FULL SIZE, REGULAR CAB, MIN 6000 LBS GVWR",General Services Administration,40911.0
17725,GM,2023-06-02,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 5500 GVWR",General Services Administration,34101.0
17726,GM,2023-06-02,"4X2 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 5300 LBS GVWR",General Services Administration,33046.0
17727,GM,2023-06-02,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,64943.0
17728,GM,2023-06-02,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,47815.0
17729,GM,2023-06-02,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,46681.0
17730,GM,2023-06-02,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,46879.0
17731,GM,2023-06-02,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,46681.0
17732,GM,2023-06-02,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 5500 GVWR",General Services Administration,34101.0
17733,GM,2023-06-02,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 5500 GVWR",General Services Administration,34101.0
17734,GM,2023-06-02,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 5500 GVWR",General Services Administration,34101.0
17735,GM,2023-06-02,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 5500 GVWR",General Services Administration,34101.0
17736,GM,2023-06-02,"4X2 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 5300 LBS GVWR",General Services Administration,33046.0
17737,GM,2023-06-02,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 5500 GVWR",General Services Administration,34101.0
17738,GM,2023-06-02,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,46243.0
17739,GM,2023-06-02,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,46423.0
17740,HLIT,2023-06-02,"SCIENCE-RELATED COMMUNICATION SERVICES BPA TASK ORDER - SCIENCE-RELATED COMMUNICATIONS, EDUCATION, AND ENGAGEMENT TASKS AND DELIVERABLES TO SUPPORT CPO'S CEE DIVISION, NIHHIS, AND NIDIS",Department of Commerce,370625.88
17741,HQY,2023-06-02,FY23 FEES FOR FEDERAL FLEXIBLE SPENDING ACCOUNT PROGRAM (FSAFEDS),Department of Homeland Security,30615.6
17742,HSTM,2023-06-02,PURCHASE ORDER FOR WEB BASED LEARNING MANAGEMENT SYSTEM ACCESS.,Department of Health and Human Services,15169.6
17743,ILMN,2023-06-02,DRAGEN-CS LEVEL 2 LICENSE,Department of Health and Human Services,35625.0
17744,IRM,2023-06-02,DATA MANAGEMENT SERVICES,Court Services and Offender Supervision Agency,6050.0
17745,IT,2023-06-02,"$882,035.00 TO AWARD A NEW CONTRACT WITH GARTNER UNDER FEDLINK CONTRACT LCFDL19C0019/68HERH19P0017 FOR THREE YEARS - TO OBTAIN THE SEAT LICENSES FROM - 5/1/2023 - 4/30/2026.  CO: HILLARI HAWKINS",Environmental Protection Agency,804562.94
17746,IT,2023-06-02,GARTNER RESEARCH AND ADVISORY SERVICES,National Aeronautics and Space Administration,41690.0
17747,IT,2023-06-02,CORPORATE LEADERSHIP COUNCIL CLASSIC FOR HR MEMBERSHIP,Department of the Treasury,63248.0
